P0;P1;P2;P3;time;P3_2
-9.983613941;-7.765033066;-11.09290438;-229.6231207;41;-16.63935657
-9.983613941;-8.874323504;-12.20219482;-234.0602824;42;-17.74864701
-9.983613941;-8.874323504;-12.20219482;-239.6067346;43;-17.74864701
-9.983613941;-8.874323504;-12.20219482;-244.0438963;44;-17.74864701
-11.09290438;-8.874323504;-12.20219482;-247.3717677;45;-17.74864701
-11.09290438;-9.983613941;-13.31148526;-250.699639;46;-18.85793744
-11.09290438;-9.983613941;-13.31148526;-256.2460912;47;-18.85793744
-11.09290438;-9.983613941;-13.31148526;-260.6832529;48;-18.85793744
285.3870178;233.4984691;337.2755665;6174.737295;49;466.9969383
441.1386926;401.0351751;521.3457276;9825.361789;50;721.8633151
499.7044161;454.2767419;590.5597645;11129.78018;51;817.6981355
556.708737;506.0988518;657.9285073;12753.69106;52;910.9779332
662.5546287;552.1288573;772.9804002;14079.28586;53;1049.044829
705.9297015;647.1022263;823.5846517;15295.14353;54;1117.722027
733.5601339;672.4301227;855.8201562;15954.93291;55;1161.470212
743.0376053;681.1178049;866.8772062;16780.26592;56;1238.396009
794.690145;672.4301227;916.9501673;16688.49305;57;1222.600223
764.7571766;705.9297015;882.4121268;16177.55566;58;1176.549502
717.7675145;662.5546287;828.1932859;15459.608;59;1104.257715
657.9285073;607.3186221;759.1482777;14474.42716;60;1062.807589
635.9874387;545.1320903;726.8427871;13174.02552;61;953.9811581
561.4492451;521.3457276;641.6562801;11710.22711;62;842.1738676
363.2198409;337.2755665;415.1083896;7731.393756;63;544.8297613
-15.53006613;-14.42077569;-18.85793744;-332.7871314;64;-24.40438963
-15.53006613;-14.42077569;-18.85793744;-336.1150027;65;-24.40438963
-16.63935657;-14.42077569;-18.85793744;-339.442874;66;-24.40438963
-16.63935657;-15.53006613;-18.85793744;-349.426488;67;-24.40438963
-16.63935657;-15.53006613;-19.96722788;-350.5357784;68;-25.51368007
-16.63935657;-15.53006613;-19.96722788;-353.8636497;69;-25.51368007
-17.74864701;-15.53006613;-19.96722788;-354.9729401;70;-25.51368007
-17.74864701;-16.63935657;-19.96722788;-362.7379732;71;-25.51368007
-17.74864701;-16.63935657;-19.96722788;-368.2844254;72;-27.73226095
415.1083896;389.1641152;492.9412126;8639.443358;73;648.6068587
641.6562801;601.5527626;761.9668326;13514.8854;74;1042.691455
772.2704613;681.4151129;863.1258097;15399.98155;75;1181.119529
860.368048;809.7581628;961.5878184;17308.58073;76;1366.4669
938.6190574;883.4061716;1104.257715;18882.80692;77;1545.9608
1000.067077;941.239602;1176.549502;20530.78882;78;1647.169303
1039.21019;978.0801785;1222.600223;21395.5039;79;1772.770324
1114.556408;1114.556408;1300.315809;21981.52916;80;1795.674213
1100.340201;1100.340201;1344.860245;21701.15396;81;1895.030346
1117.722027;1058.894552;1294.204453;21060.23609;82;1823.651729
1049.044829;1049.044829;1269.896372;19821.42598;83;1766.812343
961.5878184;961.5878184;1164.027359;18270.16855;84;1619.516326
908.5534839;908.5534839;1044.836506;16671.95643;85;1453.685574
842.1738676;842.1738676;1002.587938;14918.50851;86;1363.519595
544.8297613;544.8297613;648.6068587;9651.270058;87;882.1053279
-24.40438963;-23.2950992;-27.73226095;-413.7653334;88;-38.82516533
-24.40438963;-24.40438963;-28.84155139;-414.8746238;89;-38.82516533
-24.40438963;-25.51368007;-29.95084182;-417.0932047;90;-38.82516533
-25.51368007;-25.51368007;-31.06013226;-422.6396569;91;-41.0437462
-26.62297051;-25.51368007;-31.06013226;-425.9675282;92;-41.0437462
-26.62297051;-26.62297051;-31.06013226;-427.0768186;93;-41.0437462
-26.62297051;-26.62297051;-32.1694227;-428.186109;94;-42.15303664
-27.73226095;-26.62297051;-33.27871314;-433.7325612;95;-42.15303664
-27.73226095;-28.84155139;-33.27871314;-432.6232708;96;-43.26232708
674.5511331;674.5511331;804.2725048;10170.15554;97;1037.770974
1042.691455;1042.691455;1243.209043;15680.47535;98;1604.1407
1226.547203;1181.119529;1408.2579;17762.22061;99;1862.534642
1366.4669;1366.4669;1619.516326;19889.68487;100;2075.005292
1490.747915;1545.9608;1822.025229;21919.51563;101;2263.728315
1647.169303;1647.169303;1941.306679;23295.68015;102;2529.58143
1772.770324;1772.770324;2017.290368;24268.61443;103;2628.59048
1795.674213;1795.674213;2105.273215;24706.00038;104;2662.551419
1772.770324;1772.770324;2139.55039;24513.13447;105;2689.720491
1764.824254;1705.996779;2058.961629;23589.81752;106;2588.408905
1656.386572;1711.599458;1987.663886;22140.36718;107;2429.366972
1518.296555;1568.906441;1821.955866;20345.17384;108;2328.054718
1408.2579;1408.2579;1635.396271;18307.3527;109;2089.673013
1283.31256;1243.209043;1523.933665;16322.13163;110;1844.761805
830.2167792;830.2167792;985.8824253;10611.20821;111;1193.43662
-35.49729401;-36.60658445;-42.15303664;-454.8090796;112;-52.13665058
-35.49729401;-36.60658445;-42.15303664;-455.91837;113;-52.13665058
-36.60658445;-36.60658445;-42.15303664;-457.0276604;114;-53.24594102
-37.71587489;-37.71587489;-42.15303664;-457.0276604;115;-54.35523146
-37.71587489;-37.71587489;-43.26232708;-458.1369509;116;-54.35523146
-37.71587489;-37.71587489;-43.26232708;-461.4648222;117;-54.35523146
-37.71587489;-37.71587489;-43.26232708;-462.5741126;118;-55.4645219
-38.82516533;-38.82516533;-43.26232708;-462.5741126;119;-55.4645219
-38.82516533;-38.82516533;-43.26232708;-467.0112744;120;-56.57381233
908.0496022;908.0496022;1037.770974;10948.48378;121;1323.157992
1443.72663;1403.623113;1604.1407;17003.89142;122;2085.38291
1680.823945;1635.396271;1817.106968;19306.76153;123;2362.239058
