An_tot,gco2,An_mean,Fw_mean,Vj,Vp,Vc,Rd,Rd_ref,Ci,cics,Ev,blade,root_length
,,,,,,,,,,,,579.0084687019674,1703.3354035240434
,,,,,,,,,,,,579.0084687019674,1703.3354035240434
,,,,,,,,,,,,579.0084687019674,1703.3354035240434
,,,,,,,,,,,,579.0084687019674,1703.3354035240434
,,,,,,,,,,,,579.0084687019674,1703.3354035240434
31.61806698784475,207858.25380857853,29.895993385378002,0.6832738520093171,262.2577586475012,129.35041971869694,30.955266163500905,1.059272778122902,1.0604210000000003,201.0693848273603,0.5744839566496008,30783.971848480698,579.0084687019674,1703.3354035240434
70.53020684387411,210658.54654702725,30.28857726960611,0.6832606544981396,268.79999999999995,130.22916238943586,31.35563419705745,1.0670569274513395,1.0604210000000003,201.14857420957426,0.5747102120273551,70389.94445842819,579.0084687019674,1703.3354035240434
200.5675511580324,207854.07944161742,29.895993385378006,0.6832467404374166,262.257758647501,129.3478848079048,30.955266163500905,1.059272778122902,1.0604210000000003,201.0663934935361,0.5744754099815318,66709.94844442036,579.0084687019674,1703.3354035240434
228.51191316501433,199756.56828889562,28.75835260165038,0.6832417570523605,243.07687752661198,126.79508461284576,29.795129172170853,1.0367765705204715,1.0604210000000003,200.8368321162672,0.573819520332192,74290.17725455516,579.0084687019674,1703.3354035240434
247.40663762114704,187243.68433949098,26.99059304537982,0.6832400103832752,212.56450198781658,122.81844325542589,27.99256369453498,1.0019706491551559,1.0604210000000003,200.4955727078065,0.5728444934508757,76862.26220512338,579.0084687019674,1703.3354035240434
256.84484449229467,171615.24148524698,24.76692329351571,0.6832118529159509,172.7999999999994,117.78476110900262,25.72528166376982,0.958358370254111,1.0604210000000003,200.0920967759556,0.5716917050741589,55809.23617844821,579.0084687019674,1703.3354035240434
257.71666396102773,154403.5948955605,22.296953183020666,0.6832140777142603,126.49325665968301,112.13510112629419,23.20691067021262,0.9099574871919518,1.0604210000000003,199.69188550174843,0.5705482442907098,50797.56567739251,579.0084687019674,1703.3354035240434
252.0187150571467,137114.19511855347,19.796722545451978,0.6830971041286008,76.79999999999905,106.30451743690145,20.65745522260148,0.860732677149504,1.0604210000000003,199.33244401477103,0.5695212686136315,34871.31613993376,579.0084687019674,1703.3354035240434
242.45459437358335,121090.3106526671,17.459699367910634,0.6831010982449193,27.106743340314825,100.72366953055426,18.273870086807822,0.8141707188971905,1.0604210000000003,199.07894400101375,0.5687969828600393,28272.63792885828,579.0084687019674,1703.3354035240434
-11.869122099371522,8.0,-0.7898426325610197,0.6831184855714939,0.0,97.77793170004506,17.045926623066862,0.7898426325610197,1.0604210000000003,198.98398845249037,0.5685256812928297,12.599219319419069,579.0084687019674,1703.3354035240434
-12.757970445044053,8.0,-0.7898426325610197,0.6830880434985449,0.0,97.77577939648842,17.045926623066862,0.7898426325610197,1.0604210000000003,198.98058223037106,0.5685159492296316,11.285632617359536,579.0084687019674,1703.3354035240434
-13.634878997266433,8.0,-0.7898426325610197,0.6830865699135199,0.0,97.77567518859907,17.045926623066862,0.7898426325610197,1.0604210000000003,198.9804173116185,0.5685154780331957,12.061354697090076,579.0084687019674,1703.3354035240434
-14.500008141855123,8.0,-0.7898426325610197,0.6830850847756856,0.0,97.77557016251534,17.045926623066862,0.7898426325610197,1.0604210000000003,198.98025109799656,0.568515003137133,12.826657601415796,579.0084687019674,1703.3354035240434
-15.3535161101831,8.0,-0.7898426325610197,0.6830555028907929,0.0,97.77347855245793,17.045926623066862,0.7898426325610197,1.0604210000000003,198.97694092902876,0.5685055455115108,11.64144090428355,579.0084687019674,1703.3354035240434
-18.664847464531555,8.0,-0.7898426325610197,0.683025536782772,0.0,97.77135914127214,17.045926623066862,0.7898426325610197,1.0604210000000003,198.97358676216942,0.5684959621776269,12.383155411784722,579.0084687019674,1703.3354035240434
-19.49557930099632,8.0,-0.7898426325610197,0.6830350967475873,0.0,97.77203514102273,17.045926623066862,0.7898426325610197,1.0604210000000003,198.97465659513793,0.5684990188432513,12.934307897302718,579.0084687019674,1703.3354035240434
-20.315152016123736,8.0,-0.7898426325610197,0.6830098603930624,0.0,97.77025062016612,17.045926623066862,0.7898426325610197,1.0604210000000003,198.97183242361464,0.5684909497817562,11.980497237327317,579.0084687019674,1703.3354035240434
-21.123715509055213,8.0,-0.7898426325610197,0.683009715914437,0.0,97.77024039027461,17.045926623066862,0.7898426325610197,1.0604210000000003,198.97181623385245,0.5684909035252927,12.457342095771098,579.0084687019674,1703.3354035240434
484.57926475111765,121078.27053578767,17.459699367910797,0.6829668807728251,27.106743340317962,100.71389252398852,18.27387008680799,0.8141707188971936,1.0604210000000003,199.06393331845788,0.568754095195594,31837.35319851968,579.0084687019674,1703.3354035240434
569.1665181246018,137096.75902470734,19.796722545452145,0.682925451726177,76.80000000000197,106.29132034062671,20.657455222601655,0.8607326771495075,1.0604210000000003,199.31327851683903,0.5694665100481114,40059.397501495565,579.0084687019674,1703.3354035240434
662.9674084977215,154367.49920311724,22.29695318302086,0.682898493061609,126.49325665968584,112.10951236660418,23.20691067021281,0.9099574871919553,1.0604210000000003,199.6567344644052,0.5704478127554434,53409.744508437,579.0084687019674,1703.3354035240434
760.427217652413,171572.84113965541,24.766923293515894,0.6828783278546342,172.80000000000163,117.75635468659425,25.725281663770016,0.9583583702541147,1.0604210000000003,200.0550458886121,0.5715858453960346,67839.49978051952,579.0084687019674,1703.3354035240434
