An,gco2,An_mean,Fw_mean,Vj,Vp,Vc,Rd,Rd_ref,Ci,blade,root_length
0.0,,,,,,,,,,482.5689003375127,2120.6470576307192
0.0,,,,,,,,,,482.5689003375127,2120.6470576307192
0.0,,,,,,,,,,482.5689003375127,2120.6470576307192
0.0,,,,,,,,,,482.5689003375127,2120.6470576307192
0.0,,,,,,,,,,482.5689003375127,2120.6470576307192
0.0,,,,,,,,,,482.5689003375127,2120.6470576307192
0.0,,,,,,,,,,482.5689003375127,2120.6470576307192
0.0,,,,,,,,,,482.5689003375127,2120.6470576307192
0.0,,,,,,,,,,482.5689003375127,2120.6470576307192
0.0,,,,,,,,,,482.5689003375127,2120.6470576307192
0.0,,,,,,,,,,482.5689003375127,2120.6470576307192
0.0,,,,,,,,,,482.5689003375127,2120.6470576307192
40.103517506627824,348006.26206947723,40.103517506627824,998132.6323574713,76.79999999999905,180.36085788582827,41.37018437357425,1.2666668669464196,1.0604210000000003,231.1195661508368,482.5689003375127,2120.6470576307192
25.94427434915716,226165.28971208347,25.94427434915716,998132.9400275947,27.10674334031483,166.88517712806396,36.2085860799386,1.1624689911576713,1.0604210000000003,230.1420755668592,482.5689003375127,2120.6470576307192
-1.1092904379397321,8.0,-1.1092904379397321,998135.5710812496,0.0,159.88421913351652,33.51697682499905,1.1092904379397321,1.0604210000000003,229.66566792933727,482.5689003375127,2120.6470576307192
-2.2185808758794643,8.0,-1.1092904379397321,998130.2224736335,0.0,159.88387604599149,33.51697682499905,1.1092904379397321,1.0604210000000003,229.66528132237517,482.5689003375127,2120.6470576307192
-2.2185808758794643,8.0,-1.1092904379397321,998129.4437011981,0.0,159.88382609103928,33.51697682499905,1.1092904379397321,1.0604210000000003,229.6652250308143,482.5689003375127,2120.6470576307192
-2.2185808758794643,8.0,-1.1092904379397321,998128.6162348224,0.0,159.88377301246913,33.51697682499905,1.1092904379397321,1.0604210000000003,229.66516521941554,482.5689003375127,2120.6470576307192
-2.2185808758794643,8.0,-1.1092904379397321,998127.7577364908,0.0,159.8837179432104,33.51697682499905,1.1092904379397321,1.0604210000000003,229.66510316481643,482.5689003375127,2120.6470576307192
-3.3278713138191964,8.0,-1.1092904379397321,998122.4673754876,0.0,159.88337858772843,33.51697682499905,1.1092904379397321,1.0604210000000003,229.66472076329384,482.5689003375127,2120.6470576307192
-3.3278713138191964,8.0,-1.1092904379397321,998121.928659804,0.0,159.88334403077903,33.51697682499905,1.1092904379397321,1.0604210000000003,229.66468182291786,482.5689003375127,2120.6470576307192
-3.3278713138191964,8.0,-1.1092904379397321,998121.3795114016,0.0,159.88330880453213,33.51697682499905,1.1092904379397321,1.0604210000000003,229.66464212834632,482.5689003375127,2120.6470576307192
-4.437161751758929,8.0,-1.1092904379397321,998115.7502412926,0.0,159.8829477057602,33.51697682499905,1.1092904379397321,1.0604210000000003,229.66423522547447,482.5689003375127,2120.6470576307192
103.77709739664114,226162.25618609157,25.944274349160285,998110.6094941483,27.106743340317962,166.88368198311437,36.20858607993907,1.1624689911576807,1.0604210000000003,230.14046784123158,482.5689003375127,2120.6470576307192
160.41407002651223,348001.16416739987,40.10351750662806,998108.2443511693,76.80000000000197,180.3590931253672,41.37018437357448,1.2666668669464245,1.0604210000000003,231.11782461118293,482.5689003375127,2120.6470576307192
181.71069677212407,397447.62438182824,45.42767419303102,998105.7309683588,126.49325665968584,194.69241647790355,46.80787870947325,1.3802045164422334,1.0604210000000003,232.22644184997475,482.5689003375127,2120.6470576307192
253.0494258880636,446789.3015689315,50.609885177612725,998097.7054667021,172.80000000000163,208.84439209560634,52.10503198228791,1.495146804675193,1.0604210000000003,233.37687408775773,482.5689003375127,2120.6470576307192
276.0644286385253,491727.80119311303,55.21288572770506,998095.1155580106,212.56450198781815,221.62031972548579,56.814345701815796,1.6014599741107343,1.0604210000000003,234.4578852211578,482.5689003375127,2120.6470576307192
294.1373756133543,527828.2903488248,58.82747512267086,998092.8680966829,243.07687752661298,231.81456209373457,60.51561014702218,1.688135024351321,1.0604210000000003,235.34807914547673,482.5689003375127,2120.6470576307192
305.650055779733,551233.9145231958,61.130011155946605,998091.2306653083,262.25775864750136,238.39497864752562,62.87501795043046,1.7450067944838619,1.0604210000000003,235.93602676869426,482.5689003375127,2120.6470576307192
371.5188026655924,559338.8418612884,61.9198004442654,998084.8846000332,268.79999999999995,240.66887054462788,63.68464013958285,1.764839695317452,1.0604210000000003,236.14137575846868,482.5689003375127,2120.6470576307192
366.78006693567966,551231.8091678673,61.130011155946605,998084.8722797218,262.2577586475009,238.3943704595356,62.87501795043046,1.7450067944838619,1.0604210000000003,235.93559110564127,482.5689003375127,2120.6470576307192
352.96485073602355,527826.0257869129,58.82747512267059,998085.7256069002,243.07687752661198,231.81389776362678,60.5156101470219,1.6881350243513138,1.0604210000000003,235.34758723421268,482.5689003375127,2120.6470576307192
386.4902000939354,491723.89681114384,55.21288572770506,998081.8969203441,212.56450198781687,221.6191443138275,56.81434570181579,1.6014599741107345,1.0604210000000003,234.45696776796092,482.5689003375127,2120.6470576307192
354.269196243289,446785.5742175315,50.60988517761272,998083.81687783,172.7999999999997,208.84322830913362,52.10503198228791,1.4951468046751932,1.0604210000000003,233.37590111768796,482.5689003375127,2120.6470576307192
317.99371935121536,397442.897159765,45.42767419303077,998085.9298506005,126.49325665968408,194.6908697047479,46.80787870947298,1.3802045164422283,1.0604210000000003,232.22504099494148,482.5689003375127,2120.6470576307192
280.7246225463964,347996.9290889585,40.10351750662806,998087.9840326882,76.80000000000013,180.3576270008927,41.37018437357449,1.2666668669464245,1.0604210000000003,231.11637777804873,482.5689003375127,2120.6470576307192
207.55419479326815,226158.73002907378,25.94427434915852,998084.6525824826,27.106743340316196,166.8819439683401,36.208586079938826,1.162468991157676,1.0604210000000003,230.13859895829052,482.5689003375127,2120.6470576307192
-8.874323503517857,8.0,-1.1092904379397321,998090.0939206949,0.0,159.88130189550384,33.51697682499905,1.1092904379397321,1.0604210000000003,229.66238065001784,482.5689003375127,2120.6470576307192
-8.874323503517857,8.0,-1.1092904379397321,998089.948628075,0.0,159.8812925747297,33.51697682499905,1.1092904379397321,1.0604210000000003,229.66237014693655,482.5689003375127,2120.6470576307192
-8.874323503517857,8.0,-1.1092904379397321,998089.804218887,0.0,159.88128331061472,33.51697682499905,1.1092904379397321,1.0604210000000003,229.66235970770137,482.5689003375127,2120.6470576307192
-9.98361394145759,8.0,-1.1092904379397321,998084.4622624583,0.0,159.88094062608286,33.51697682499905,1.1092904379397321,1.0604210000000003,229.6619735548507,482.5689003375127,2120.6470576307192
-9.98361394145759,8.0,-1.1092904379397321,998084.3606321156,0.0,159.88093410623912,33.51697682499905,1.1092904379397321,1.0604210000000003,229.66196620798792,482.5689003375127,2120.6470576307192
-9.98361394145759,8.0,-1.1092904379397321,998084.2592534709,0.0,159.88092760253548,33.51697682499905,1.1092904379397321,1.0604210000000003,229.6619588793125,482.5689003375127,2120.6470576307192
-9.98361394145759,8.0,-1.1092904379397321,998084.1584521936,0.0,159.8809211358635,33.51697682499905,1.1092904379397321,1.0604210000000003,229.66195159236608,482.5689003375127,2120.6470576307192
-9.98361394145759,8.0,-1.1092904379397321,998084.0579240053,0.0,159.8809146867042,33.51697682499905,1.1092904379397321,1.0604210000000003,229.66194432515374,482.5689003375127,2120.6470576307192
-11.092904379397321,8.000000000000002,-1.1092904379397324,998078.9991616721,0.0,159.88059016670738,33.516976824999055,1.1092904379397324,1.0604210000000003,229.66157864094507,482.5689003375127,2120.6470576307192
259.4427434915663,226157.1250323524,25.94427434915663,998072.8378057518,27.1067433403143,166.88115285649056,36.208586079938605,1.1624689911576715,1.0604210000000003,230.13774827769706,482.5689003375127,2120.6470576307192
401.03517506627594,347993.2338662206,40.10351750662759,998070.3063460812,76.79999999999782,180.35634773274253,41.370184373574006,1.2666668669464143,1.0604210000000003,231.1151153425749,482.5689003375127,2120.6470576307192
454.27674193030504,397438.5206036214,45.427674193030505,998067.5975822166,126.4932566596815,194.68943763180908,46.80787870947273,1.3802045164422225,1.0604210000000003,232.2237440196371,482.5689003375127,2120.6470576307192
556.7087369537371,446779.16090582544,50.60988517761247,998059.9200567364,172.79999999999805,208.8412258360568,52.105031982287656,1.4951468046751875,1.0604210000000003,233.37422697349183,482.5689003375127,2120.6470576307192
607.341743004753,491716.57418426184,55.212885727704816,998057.1055059149,212.56450198781522,221.6169397823443,56.81434570181554,1.6014599741107278,1.0604210000000003,234.45524704786948,482.5689003375127,2120.6470576307192
647.1022263493766,527816.1914358817,58.82747512267059,998054.7077965831,243.0768775266108,231.81101269006027,60.5156101470219,1.6881350243513138,1.0604210000000003,235.34545094658986,482.5689003375127,2120.6470576307192
672.4301227154095,551221.2700730987,61.13001115594633,998053.0431498138,262.2577586475003,238.39132587599735,62.87501795043019,1.745006794483855,1.0604210000000003,235.93341018036693,482.5689003375127,2120.6470576307192
743.0376053311846,559326.3522522057,61.919800444265384,998047.7114378562,268.79999999999995,240.66528084600282,63.684640139582854,1.7648396953174519,1.0604210000000003,236.13883324806775,482.5689003375127,2120.6470576307192
733.5601338713591,551219.6097519057,61.13001115594659,998048.0288122254,262.2577586475021,238.390846223447,62.87501795043045,1.7450067944838616,1.0604210000000003,235.9330665910522,482.5689003375127,2120.6470576307192
705.9297014720502,527814.4940935744,58.82747512267085,998049.3543328274,243.07687752661425,231.8105147340215,60.5156101470222,1.6881350243513207,1.0604210000000003,235.3450822290166,482.5689003375127,2120.6470576307192
662.5546287324643,491714.91143197654,55.212885727705356,998051.4761079121,212.56450198781974,221.61643918817902,56.81434570181609,1.6014599741107405,1.0604210000000003,234.45485631521402,482.5689003375127,2120.6470576307192
607.3186221313557,446777.5958150659,50.60988517761297,998054.0883280252,172.80000000000356,208.84073714664063,52.105031982288175,1.495146804675199,1.0604210000000003,233.37381841041986,482.5689003375127,2120.6470576307192
590.5597645094065,397434.89157771674,45.427674193031265,998052.3965257595,126.49325665968838,194.6882501367506,46.807878709473506,1.3802045164422387,1.0604210000000003,232.22266854943854,482.5689003375127,2120.6470576307192
521.3457275861681,347990.0432685319,40.103517506628314,998055.042750295,76.80000000000426,180.35524313977857,41.37018437357474,1.2666668669464292,1.0604210000000003,231.11402528389954,482.5689003375127,2120.6470576307192
337.2755665391168,226155.0496916946,25.944274349162836,998057.5607107619,27.106743340320516,166.8801298921119,36.20858607993928,1.1624689911576853,1.0604210000000003,230.13664828665634,482.5689003375127,2120.6470576307192
-14.42077569321652,8.000000000000002,-1.1092904379397324,998064.1623480165,0.0,159.8796383687366,33.516976824999055,1.1092904379397324,1.0604210000000003,229.66050611077372,482.5689003375127,2120.6470576307192
-14.42077569321652,8.000000000000002,-1.1092904379397324,998064.1141864422,0.0,159.87963527891347,33.516976824999055,1.1092904379397324,1.0604210000000003,229.66050262901754,482.5689003375127,2120.6470576307192
-15.530066131156252,8.000000000000002,-1.1092904379397324,998059.7820746698,0.0,159.87935736646014,33.516976824999055,1.1092904379397324,1.0604210000000003,229.66018946435403,482.5689003375127,2120.6470576307192
-15.530066131156252,8.000000000000002,-1.1092904379397324,998059.7425136811,0.0,159.8793548283903,33.516976824999055,1.1092904379397324,1.0604210000000003,229.660186604339,482.5689003375127,2120.6470576307192
-15.530066131156252,8.000000000000002,-1.1092904379397324,998059.7030242906,0.0,159.8793522949128,33.516976824999055,1.1092904379397324,1.0604210000000003,229.6601837494989,482.5689003375127,2120.6470576307192
-15.530066131156252,8.000000000000002,-1.1092904379397324,998059.6637640353,0.0,159.87934977613378,33.516976824999055,1.1092904379397324,1.0604210000000003,229.66018091122166,482.5689003375127,2120.6470576307192
-15.530066131156252,8.000000000000002,-1.1092904379397324,998059.6247505578,0.0,159.87934727318523,33.516976824999055,1.1092904379397324,1.0604210000000003,229.66017809078295,482.5689003375127,2120.6470576307192
-16.639356569095984,8.000000000000002,-1.1092904379397324,998055.4522620575,0.0,159.87907959933804,33.516976824999055,1.1092904379397324,1.0604210000000003,229.65987646345656,482.5689003375127,2120.6470576307192
-16.639356569095984,8.000000000000002,-1.1092904379397324,998055.4213652109,0.0,159.87907761710383,33.516976824999055,1.1092904379397324,1.0604210000000003,229.659874229783,482.5689003375127,2120.6470576307192
389.1641152372796,226153.8004992889,25.94427434915197,998048.3650979364,27.10674334030962,166.8795141380633,36.208586079938144,1.1624689911576622,1.0604210000000003,230.13598616787027,482.5689003375127,2120.6470576307192
601.5527625994106,347988.0529234105,40.10351750662738,998045.5210787536,76.79999999999366,180.35455406567888,41.37018437357377,1.2666668669464098,1.0604210000000003,231.11334527667415,482.5689003375127,2120.6470576307192
681.415112895454,397432.5236395363,45.42767419303026,998042.4778416016,126.49325665967817,194.68747528284587,46.807878709472455,1.380204516442217,1.0604210000000003,232.2219667930204,482.5689003375127,2120.6470576307192
809.7581628417913,446772.534229004,50.60988517761196,998035.2282098954,172.79999999999504,208.83915667693608,52.10503198228713,1.4951468046751752,1.0604210000000003,233.3724970772094,482.5689003375127,2120.6470576307192
883.4061716432728,491709.1833312821,55.21288572770455,998032.083105872,212.5645019878133,221.61471463899326,56.81434570181527,1.6014599741107214,1.0604210000000003,234.4535102394366,482.5689003375127,2120.6470576307192
941.239601962725,527808.1728415778,58.827475122670315,998029.4169323214,243.0768775266096,231.80866021236332,60.515610147021626,1.6881350243513076,1.0604210000000003,235.3437090260219,482.5689003375127,2120.6470576307192
978.0801784951411,551212.8412236643,61.13001115594632,998027.5871737949,262.2577586474998,238.38889081884955,62.87501795043018,1.7450067944838552,1.0604210000000003,235.93166587688097,482.5689003375127,2120.6470576307192
1114.5564079967774,559322.9504563382,61.91980044426541,998037.5865805738,268.7999999999999,240.66430302777698,63.68464013958285,1.764839695317452,1.0604210000000005,236.13814067934013,482.5689003375127,2120.6470576307192
1100.3402008070389,551216.2539430129,61.130011155946605,998037.8939306659,262.2577586475023,238.389876689416,62.87501795043046,1.7450067944838619,1.0604210000000005,235.93237208513827,482.5689003375127,2120.6470576307192
1117.7220273307462,527810.024527469,58.827475122670855,998035.2571999083,243.07687752661425,231.8092034065249,60.51561014702219,1.688135024351321,1.0604210000000005,235.3441112407087,482.5689003375127,2120.6470576307192
1104.257714554107,491711.811735847,55.21288572770535,998040.9818068072,212.56450198781937,221.61550591103048,56.81434570181607,1.6014599741107405,1.0604210000000005,234.45412785714794,482.5689003375127,2120.6470576307192
1012.1977035522592,446774.8325556227,50.60988517761296,998043.7920693058,172.80000000000248,208.83987427209925,52.10503198228816,1.495146804675199,1.0604210000000005,233.37309701425093,482.5689003375127,2120.6470576307192
908.5534838606205,397433.5526191879,45.427674193031024,998046.7879727633,126.4932566596865,194.6878119423266,46.80787870947326,1.3802045164422336,1.0604210000000005,232.2222716930142,482.5689003375127,2120.6470576307192
842.1738676391891,347989.38578652,40.10351750662805,998051.8974024354,76.80000000000227,180.35501546632253,41.370184373574475,1.2666668669464243,1.0604210000000007,231.11380060618296,482.5689003375127,2120.6470576307192
570.7740356815256,226154.14651658857,25.944274349160253,998050.9122161358,27.10674334031794,166.87968465291223,36.20858607993907,1.1624689911576807,1.0604210000000007,230.1361695220586,482.5689003375127,2120.6470576307192
-24.40438963467411,8.000000000000002,-1.1092904379397324,998058.1406238426,0.0,159.8792520220087,33.516976824999055,1.1092904379397324,1.0604210000000007,229.6600707573322,482.5689003375127,2120.6470576307192
-24.40438963467411,8.000000000000002,-1.1092904379397324,998058.0199272882,0.0,159.87924427948337,33.516976824999055,1.1092904379397324,1.0604210000000007,229.66006203269487,482.5689003375127,2120.6470576307192
-25.51368007261384,8.000000000000002,-1.1092904379397324,998059.2208018913,0.0,159.87932132012062,33.516976824999055,1.1092904379397324,1.0604210000000007,229.66014884566408,482.5689003375127,2120.6470576307192
-25.51368007261384,8.000000000000002,-1.1092904379397324,998059.1092511461,0.0,159.87931416417962,33.516976824999055,1.1092904379397324,1.0604210000000007,229.6601407820173,482.5689003375127,2120.6470576307192
