An,gco2,An_mean,Fw_mean,Vj,Vp,Vc,Rd,Rd_ref,Ci,blade,root_length
0.0,,,,,,,,,,599.5864903988221,1769.2862409705372
0.0,,,,,,,,,,599.5864903988221,1769.2862409705372
0.0,,,,,,,,,,599.5864903988221,1769.2862409705372
0.0,,,,,,,,,,599.5864903988221,1769.2862409705372
58.82747512267059,527840.5459611414,58.82747512267059,998131.5226308787,243.07687752661232,231.8181572656167,60.5156101470219,1.688135024351314,1.0604210000000003,235.35074123398786,599.5864903988221,1769.2862409705372
122.26002231189321,551244.5864617631,61.130011155946605,998123.460996905,262.2577586475012,238.39806143524422,62.87501795043046,1.7450067944838619,1.0604210000000003,235.9382350607539,599.5864903988221,1769.2862409705372
123.8396008885308,559350.8217681517,61.9198004442654,998120.540721674,268.79999999999995,240.67231356561769,63.68464013958285,1.764839695317452,1.0604210000000003,236.14381438008894,599.5864903988221,1769.2862409705372
183.3900334678398,551241.5993301248,61.130011155946605,998114.439557865,262.257758647501,238.39719856112123,62.87501795043046,1.7450067944838619,1.0604210000000003,235.93761695848798,599.5864903988221,1769.2862409705372
176.48242536801175,527834.9926126332,58.827475122670585,998114.0072188189,243.07687752661198,231.81652822041164,60.5156101470219,1.6881350243513142,1.0604210000000003,235.3495349877594,599.5864903988221,1769.2862409705372
165.63865718311519,491733.681679587,55.21288572770506,998115.024475892,212.56450198781658,221.6220899955918,56.8143457018158,1.601459974110734,1.0604210000000003,234.45926698384204,599.5864903988221,1769.2862409705372
202.43954071044988,446793.0869363576,50.60988517761247,998111.8102307295,172.7999999999994,208.8455739675735,52.10503198228765,1.4951468046751872,1.0604210000000003,233.3778621779942,599.5864903988221,1769.2862409705372
181.71069677212304,397447.0392025018,45.42767419303076,998103.2798026311,126.49325665968301,194.69222500991387,46.80787870947299,1.380204516442228,1.0604210000000003,232.22626844452395,599.5864903988221,1769.2862409705372
200.51758753313914,347999.60937291174,40.103517506627824,998100.8063233043,76.79999999999905,180.3585548858857,41.37018437357425,1.2666668669464196,1.0604210000000003,231.1172934538844,599.5864903988221,1769.2862409705372
129.7213717457858,226161.26928426974,25.944274349157162,998103.3446665452,27.106743340314825,166.88319555517796,36.2085860799386,1.1624689911576713,1.0604210000000003,230.1399447864889,599.5864903988221,1769.2862409705372
-5.54645218969866,8.0,-1.1092904379397321,998111.3976546094,0.0,159.88266849703825,33.51697682499905,1.1092904379397321,1.0604210000000003,229.66392060011532,599.5864903988221,1769.2862409705372
-6.655742627638392,8.0,-1.1092904379397321,998106.0579314942,0.0,159.8823259664117,33.51697682499905,1.1092904379397321,1.0604210000000003,229.66353462069233,599.5864903988221,1769.2862409705372
-7.765033065578124,8.0,-1.1092904379397321,998105.5106628442,0.0,159.8822908525803,33.51697682499905,1.1092904379397321,1.0604210000000003,229.6634950527958,599.5864903988221,1769.2862409705372
-8.874323503517857,8.0,-1.1092904379397321,998100.0575452081,0.0,159.8819410441475,33.51697682499905,1.1092904379397321,1.0604210000000003,229.66310087240262,599.5864903988221,1769.2862409705372
-8.874323503517857,8.0,-1.1092904379397321,998099.8658309728,0.0,159.88192874558882,33.51697682499905,1.1092904379397321,1.0604210000000003,229.66308701381533,599.5864903988221,1769.2862409705372
-8.874323503517857,8.0,-1.1092904379397321,998099.6858685546,0.0,159.8819172008767,33.51697682499905,1.1092904379397321,1.0604210000000003,229.66307400469736,599.5864903988221,1769.2862409705372
-9.98361394145759,8.0,-1.1092904379397321,998094.5608513555,0.0,159.88158843726373,33.51697682499905,1.1092904379397321,1.0604210000000003,229.66270353858485,599.5864903988221,1769.2862409705372
-9.98361394145759,8.0,-1.1092904379397321,998094.4013344845,0.0,159.8815782040713,33.51697682499905,1.1092904379397321,1.0604210000000003,229.6626920073482,599.5864903988221,1769.2862409705372
-9.98361394145759,8.0,-1.1092904379397321,998094.0830235893,0.0,159.88155778432747,33.51697682499905,1.1092904379397321,1.0604210000000003,229.66266899743218,599.5864903988221,1769.2862409705372
259.4427434916028,226156.59222915818,25.944274349160285,998068.9157097604,27.10674334031796,166.8808902395475,36.20858607993907,1.1624689911576807,1.0604210000000003,230.13746588635357,599.5864903988221,1769.2862409705372
401.03517506628054,347991.2389313683,40.10351750662805,998060.7627175264,76.80000000000197,180.35565709905057,41.37018437357449,1.2666668669464243,1.0604210000000003,231.11443379627502,599.5864903988221,1769.2862409705372
454.27674193031015,397434.45609404874,45.42767419303102,998050.5723966557,126.49325665968584,194.68810766017015,46.80787870947325,1.3802045164422336,1.0604210000000003,232.2225395136886,599.5864903988221,1769.2862409705372
556.70873695374,446772.7509618684,50.609885177612725,998036.0357842888,172.80000000000163,208.83922439091836,52.10503198228791,1.4951468046751928,1.0604210000000003,233.37255368869072,599.5864903988221,1769.2862409705372
607.3417430047557,491707.1924728839,55.21288572770506,998025.3428750015,212.56450198781815,221.61411529693163,56.81434570181579,1.6014599741107343,1.0604210000000003,234.45304243031813,599.5864903988221,1769.2862409705372
647.1022263493793,527804.4360989229,58.82747512267085,998017.6311444568,243.07687752661298,231.80756397454843,60.515610147022194,1.6881350243513207,1.0604210000000003,235.34289730346973,599.5864903988221,1769.2862409705372
733.5601338713591,551206.0764469275,61.13001115594659,998007.156865269,262.2577586475013,238.38693652481268,62.87501795043045,1.7450067944838616,1.0604210000000003,235.93026595823616,599.5864903988221,1769.2862409705372
743.0376053311846,559311.7797194351,61.919800444265384,998004.3388134267,268.79999999999995,240.6610923457109,63.684640139582854,1.7648396953174519,1.0604210000000003,236.13586661864593,599.5864903988221,1769.2862409705372
